10311.0416666667,5.4
10319,5.2
10321,4.7
10328,5.6
10352,4.6
10364,5.5
10374,4.5
10397,4.7
10398,4.5
10453,4.8
10478,5.6
10483,4.9
10491,4.5
10573.0416666667,4.6
10636.0416666667,4.7
10779,4.7
10848,4.8
10874,4.7
10887,4.8
10954.0416666667,4.8
10955.0416666667,4.9
11027.0416666667,4.7
11046,4.5
11048,4.5
11053,4.5
11073,5.1
11083,4.5
11084,4.6
11085,4.7
11086,4.5
11087,5.1
11088,4.6
11126,4.5
11130,4.8
11190,4.9
11202,4.6
11233,4.5
11326.0416666667,4.6
11378.0416666667,4.6
11384.0416666667,4.8
11395.0416666667,4.6
11459,5.2
11520,4.7
11521,4.7
11596,4.5
11613,4.6
11633.0416666667,4.6
11651.0416666667,4.9
11652.0416666667,4.6
11687.0416666667,4.5
11732.0416666667,4.7
11739.0416666667,4.5
11794,5.3
11840,4.6
11936,5.9
11950,4.5
11957,5.3
11958,4.6
11991.0416666667,5.9
11992.0416666667,5.8
11993.0416666667,5
12003.0416666667,4.5
12004.0416666667,4.9
12022.0416666667,4.5
12069.0416666667,4.6
12078.0416666667,4.7
12138.0416666667,5
12140.0416666667,5.5
12141.0416666667,4.5
12143,4.8
12145,4.6
12153,5
12169,4.5
12171,4.6
12182,4.5
12224,4.5
12309,5.3
12370.0416666667,4.6
12393.0416666667,4.5
12543,5.5
12580,4.5
12611,5.2
12680,4.5
12746.0416666667,5.1
12747.0416666667,5.3
12755.0416666667,4.8
12756.0416666667,4.5
12770.0416666667,5.1
12891,4.9
12990,5
13009,4.5
13017,4.8
13034,4.6
13297,4.7
13425,4.9
13447,5.8
13457.0416666667,5
13492.0416666667,4.6
13549.0416666667,4.9
13698,5.2
13712,4.7
13848.0416666667,4.7
13929.0416666667,4.6
13939.0416666667,4.8
14176,4.5
14230.0416666667,5.3
14236.0416666667,5.4
14339,4.6
14340,6.3
14341,4.8
14343,5.4
14347,5
14353,4.5
14417,4.7
14494,4.8
14501,4.6
14571.0416666667,4.8
14837,4.5
14916.0416666667,5.2
14922.0416666667,4.5
15113,4.7
15142,4.6
15162,5.3
15167,4.5
15172,4.9
15282.0416666667,4.5
15364.0416666667,4.9
15366.0416666667,5
15401.0416666667,4.5
15403.0416666667,4.8
15404.0416666667,4.7
15414.0416666667,4.7
15480,6
15481,4.6
15488,4.6
15489,5.8
15494,5.1
15497,4.6
15500,4.5
15525,4.7
15580,4.6
15610,4.6
15616,4.5
15629,4.9
15638,5.3
15709.0416666667,4.6
15730.0416666667,4.9
15752.0416666667,4.8
15788.0416666667,4.5
15877,5.2
15879,4.7
15886,4.9
15907,4.9
15950,4.7
16027.0416666667,4.9
16068.0416666667,5.1
16090.0416666667,4.5
16167,4.8
16182,4.5
